;;gcomponents;gnontrivial;gpredicates;grules;gconstraints;nbredgefacts;nbredgepred;defjoin;normalization;heuristic;dw;jumpy;frumpy;crafty;none;nopre
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_25/probability_0.10/instance_n25_p0.10_004.lp;14.0;1.0;9.0;5.0;2.0;65.0;1.0;0.0;semi;min-degree;6.0;371.04;459.60;371.32;466.68;638.37
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_25/probability_0.10/instance_n25_p0.10_004.lp;14.0;1.0;9.0;5.0;2.0;65.0;1.0;1.0;weak;min-degree;6.0;1.29;1.33;1.31;1.33;1.47
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_25/probability_0.10/instance_n25_p0.10_004.lp;14.0;1.0;9.0;5.0;2.0;65.0;1.0;0.0;weak;min-degree;6.0;264.87;299.75;268.58;297.78;509.61
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_25/probability_0.10/instance_n25_p0.10_004.lp;14.0;1.0;9.0;5.0;2.0;65.0;1.0;0.0;none;min-degree;6.0;0.08;0.07;0.07;0.07;0.08
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_25/probability_0.10/instance_n25_p0.10_006.lp;14.0;1.0;9.0;5.0;2.0;50.0;1.0;1.0;semi;min-degree;6.0;0.14;0.14;0.14;0.14;0.15
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_25/probability_0.10/instance_n25_p0.10_006.lp;14.0;1.0;9.0;5.0;2.0;50.0;1.0;0.0;semi;min-degree;6.0;144.97;152.10;142.33;152.38;213.28
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_25/probability_0.10/instance_n25_p0.10_006.lp;14.0;1.0;9.0;5.0;2.0;50.0;1.0;1.0;weak;min-degree;6.0;0.14;0.13;0.13;0.13;0.15
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_25/probability_0.10/instance_n25_p0.10_006.lp;14.0;1.0;9.0;5.0;2.0;50.0;1.0;0.0;weak;min-degree;6.0;105.96;113.17;106.60;112.56;156.10
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_25/probability_0.10/instance_n25_p0.10_006.lp;14.0;1.0;9.0;5.0;2.0;50.0;1.0;0.0;none;min-degree;6.0;0.09;0.09;0.08;0.08;0.08
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_25/probability_0.10/instance_n25_p0.10_007.lp;14.0;1.0;9.0;5.0;2.0;58.0;1.0;1.0;semi;min-degree;7.0;0.31;0.31;0.31;0.31;0.33
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_25/probability_0.10/instance_n25_p0.10_007.lp;14.0;1.0;9.0;5.0;2.0;58.0;1.0;0.0;semi;min-degree;7.0;340.32;387.55;337.41;388.08;590.12
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_25/probability_0.10/instance_n25_p0.10_007.lp;14.0;1.0;9.0;5.0;2.0;58.0;1.0;1.0;weak;min-degree;7.0;0.13;0.13;0.13;0.12;0.15
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_25/probability_0.10/instance_n25_p0.10_007.lp;14.0;1.0;9.0;5.0;2.0;58.0;1.0;0.0;weak;min-degree;7.0;805.65;767.70;832.05;807.75;761.93
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_25/probability_0.10/instance_n25_p0.10_007.lp;14.0;1.0;9.0;5.0;2.0;58.0;1.0;0.0;none;min-degree;7.0;0.16;0.16;0.16;0.16;0.16
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_25/probability_0.10/instance_n25_p0.10_008.lp;14.0;1.0;9.0;5.0;2.0;56.0;1.0;1.0;semi;min-degree;5.0;0.01;0.01;0.01;0.01;0.01
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_25/probability_0.10/instance_n25_p0.10_008.lp;14.0;1.0;9.0;5.0;2.0;56.0;1.0;0.0;semi;min-degree;5.0;137.27;137.71;137.30;137.86;140.64
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_25/probability_0.10/instance_n25_p0.10_008.lp;14.0;1.0;9.0;5.0;2.0;56.0;1.0;1.0;weak;min-degree;5.0;0.01;0.01;0.01;0.01;0.01
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_25/probability_0.10/instance_n25_p0.10_008.lp;14.0;1.0;9.0;5.0;2.0;56.0;1.0;0.0;weak;min-degree;5.0;93.99;94.64;94.00;94.77;100.79
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_25/probability_0.10/instance_n25_p0.10_008.lp;14.0;1.0;9.0;5.0;2.0;56.0;1.0;0.0;none;min-degree;5.0;0.03;0.03;0.03;0.03;0.03
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_25/probability_0.10/instance_n25_p0.10_009.lp;14.0;1.0;9.0;5.0;2.0;62.0;1.0;1.0;semi;min-degree;8.0;0.05;0.05;0.05;0.05;0.05
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_25/probability_0.10/instance_n25_p0.10_009.lp;14.0;1.0;9.0;5.0;2.0;62.0;1.0;0.0;semi;min-degree;8.0;765.33;808.61;781.00;825.44;1323.65
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_25/probability_0.10/instance_n25_p0.10_009.lp;14.0;1.0;9.0;5.0;2.0;62.0;1.0;1.0;weak;min-degree;8.0;0.07;0.07;0.07;0.07;0.08
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_25/probability_0.10/instance_n25_p0.10_009.lp;14.0;1.0;9.0;5.0;2.0;62.0;1.0;0.0;weak;min-degree;8.0;1439.97;1239.67;1230.17;1275.59;1396.82
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_25/probability_0.10/instance_n25_p0.10_009.lp;14.0;1.0;9.0;5.0;2.0;62.0;1.0;0.0;none;min-degree;8.0;0.03;0.03;0.03;0.03;0.03
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_25/probability_0.10/instance_n25_p0.10_010.lp;14.0;1.0;9.0;5.0;2.0;54.0;1.0;1.0;semi;min-degree;7.0;0.59;0.59;0.60;0.59;0.63
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_25/probability_0.10/instance_n25_p0.10_010.lp;14.0;1.0;9.0;5.0;2.0;54.0;1.0;0.0;semi;min-degree;7.0;592.91;689.04;587.87;718.59;966.18
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_25/probability_0.10/instance_n25_p0.10_010.lp;14.0;1.0;9.0;5.0;2.0;54.0;1.0;1.0;weak;min-degree;7.0;0.50;0.49;0.48;0.49;0.55
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_25/probability_0.10/instance_n25_p0.10_010.lp;14.0;1.0;9.0;5.0;2.0;54.0;1.0;0.0;weak;min-degree;7.0;633.03;810.69;622.48;774.02;876.68
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_25/probability_0.10/instance_n25_p0.10_010.lp;14.0;1.0;9.0;5.0;2.0;54.0;1.0;0.0;none;min-degree;7.0;0.14;0.14;0.14;0.14;0.14
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_25/probability_0.10/instance_n25_p0.10_011.lp;14.0;1.0;9.0;5.0;2.0;63.0;1.0;1.0;semi;min-degree;4.0;0.14;0.14;0.14;0.14;0.15
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_25/probability_0.10/instance_n25_p0.10_011.lp;14.0;1.0;9.0;5.0;2.0;63.0;1.0;0.0;semi;min-degree;4.0;399.38;408.42;396.57;407.79;472.93
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_25/probability_0.10/instance_n25_p0.10_011.lp;14.0;1.0;9.0;5.0;2.0;63.0;1.0;1.0;weak;min-degree;4.0;0.14;0.15;0.14;0.14;0.15
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_25/probability_0.10/instance_n25_p0.10_011.lp;14.0;1.0;9.0;5.0;2.0;63.0;1.0;0.0;weak;min-degree;4.0;289.70;297.10;288.78;296.13;343.71
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_25/probability_0.10/instance_n25_p0.10_011.lp;14.0;1.0;9.0;5.0;2.0;63.0;1.0;0.0;none;min-degree;4.0;0.04;0.04;0.04;0.04;0.04
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_25/probability_0.10/instance_n25_p0.10_012.lp;14.0;1.0;9.0;5.0;2.0;62.0;1.0;1.0;semi;min-degree;7.0;0.16;0.15;0.15;0.15;0.16
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_25/probability_0.10/instance_n25_p0.10_012.lp;14.0;1.0;9.0;5.0;2.0;62.0;1.0;0.0;semi;min-degree;7.0;807.03;954.54;801.53;950.46;1440.62
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_25/probability_0.10/instance_n25_p0.10_012.lp;14.0;1.0;9.0;5.0;2.0;62.0;1.0;1.0;weak;min-degree;7.0;0.14;0.14;0.14;0.14;0.16
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_25/probability_0.10/instance_n25_p0.10_012.lp;14.0;1.0;9.0;5.0;2.0;62.0;1.0;0.0;weak;min-degree;7.0;712.45;911.25;755.51;924.24;965.27
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_25/probability_0.10/instance_n25_p0.10_012.lp;14.0;1.0;9.0;5.0;2.0;62.0;1.0;0.0;none;min-degree;7.0;0.02;0.02;0.01;0.01;0.02
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_25/probability_0.10/instance_n25_p0.10_013.lp;14.0;1.0;9.0;5.0;2.0;61.0;1.0;1.0;semi;min-degree;5.0;0.58;0.58;0.59;0.58;0.64
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_25/probability_0.10/instance_n25_p0.10_013.lp;14.0;1.0;9.0;5.0;2.0;61.0;1.0;0.0;semi;min-degree;5.0;101.23;101.09;101.31;101.24;106.48
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_25/probability_0.10/instance_n25_p0.10_013.lp;14.0;1.0;9.0;5.0;2.0;61.0;1.0;1.0;weak;min-degree;5.0;0.63;0.62;0.61;0.62;0.69
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_25/probability_0.10/instance_n25_p0.10_013.lp;14.0;1.0;9.0;5.0;2.0;61.0;1.0;0.0;weak;min-degree;5.0;79.22;80.88;79.28;81.72;101.26
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_25/probability_0.10/instance_n25_p0.10_013.lp;14.0;1.0;9.0;5.0;2.0;61.0;1.0;0.0;none;min-degree;5.0;0.18;0.17;0.17;0.18;0.18
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_25/probability_0.10/instance_n25_p0.10_014.lp;14.0;1.0;9.0;5.0;2.0;67.0;1.0;1.0;semi;min-degree;6.0;0.86;0.88;0.89;0.88;0.94
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_25/probability_0.10/instance_n25_p0.10_014.lp;14.0;1.0;9.0;5.0;2.0;67.0;1.0;0.0;semi;min-degree;6.0;727.49;867.28;729.54;860.87;1216.07
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_25/probability_0.10/instance_n25_p0.10_014.lp;14.0;1.0;9.0;5.0;2.0;67.0;1.0;1.0;weak;min-degree;6.0;1.02;1.03;1.02;1.03;1.10
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_25/probability_0.10/instance_n25_p0.10_014.lp;14.0;1.0;9.0;5.0;2.0;67.0;1.0;0.0;weak;min-degree;6.0;585.72;702.02;589.58;721.66;1045.16
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_25/probability_0.10/instance_n25_p0.10_014.lp;14.0;1.0;9.0;5.0;2.0;67.0;1.0;0.0;none;min-degree;6.0;0.11;0.11;0.11;0.11;0.12
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_25/probability_0.10/instance_n25_p0.10_015.lp;14.0;1.0;9.0;5.0;2.0;62.0;1.0;1.0;semi;min-degree;7.0;0.02;0.02;0.02;0.02;0.02
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_25/probability_0.10/instance_n25_p0.10_015.lp;14.0;1.0;9.0;5.0;2.0;62.0;1.0;0.0;semi;min-degree;7.0;640.07;758.01;680.95;745.31;1198.16
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_25/probability_0.10/instance_n25_p0.10_015.lp;14.0;1.0;9.0;5.0;2.0;62.0;1.0;1.0;weak;min-degree;7.0;0.02;0.02;0.03;0.02;0.02
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_25/probability_0.10/instance_n25_p0.10_015.lp;14.0;1.0;9.0;5.0;2.0;62.0;1.0;0.0;weak;min-degree;7.0;650.43;791.31;648.00;800.01;1218.53
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_25/probability_0.10/instance_n25_p0.10_015.lp;14.0;1.0;9.0;5.0;2.0;62.0;1.0;0.0;none;min-degree;7.0;0.02;0.03;0.03;0.03;0.02
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_25/probability_0.10/instance_n25_p0.10_018.lp;14.0;1.0;9.0;5.0;2.0;56.0;1.0;1.0;semi;min-degree;5.0;0.01;0.01;0.02;0.01;0.02
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_25/probability_0.10/instance_n25_p0.10_018.lp;14.0;1.0;9.0;5.0;2.0;56.0;1.0;0.0;semi;min-degree;5.0;162.64;168.02;162.97;167.36;178.79
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_25/probability_0.10/instance_n25_p0.10_018.lp;14.0;1.0;9.0;5.0;2.0;56.0;1.0;1.0;weak;min-degree;5.0;0.02;0.01;0.01;0.01;0.02
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_25/probability_0.10/instance_n25_p0.10_018.lp;14.0;1.0;9.0;5.0;2.0;56.0;1.0;0.0;weak;min-degree;5.0;125.67;130.80;126.22;131.55;170.41
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_25/probability_0.10/instance_n25_p0.10_018.lp;14.0;1.0;9.0;5.0;2.0;56.0;1.0;0.0;none;min-degree;5.0;0.02;0.01;0.01;0.01;0.02
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_25/probability_0.10/instance_n25_p0.10_020.lp;14.0;1.0;9.0;5.0;2.0;65.0;1.0;1.0;semi;min-degree;6.0;0.01;0.01;0.01;0.01;0.01
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_25/probability_0.10/instance_n25_p0.10_020.lp;14.0;1.0;9.0;5.0;2.0;65.0;1.0;0.0;semi;min-degree;6.0;493.77;528.91;470.95;502.15;795.05
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_25/probability_0.10/instance_n25_p0.10_020.lp;14.0;1.0;9.0;5.0;2.0;65.0;1.0;1.0;weak;min-degree;6.0;0.01;0.02;0.02;0.02;0.02
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_25/probability_0.10/instance_n25_p0.10_020.lp;14.0;1.0;9.0;5.0;2.0;65.0;1.0;0.0;weak;min-degree;6.0;571.29;723.86;571.44;744.87;766.77
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_25/probability_0.10/instance_n25_p0.10_020.lp;14.0;1.0;9.0;5.0;2.0;65.0;1.0;0.0;none;min-degree;6.0;0.31;0.31;0.31;0.31;0.31
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_25/probability_0.15/instance_n25_p0.15_014.lp;14.0;1.0;9.0;5.0;2.0;66.0;1.0;1.0;semi;min-degree;6.0;0.01;0.01;0.01;0.01;0.01
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_25/probability_0.15/instance_n25_p0.15_014.lp;14.0;1.0;9.0;5.0;2.0;66.0;1.0;0.0;semi;min-degree;6.0;305.69;308.95;298.27;307.50;382.81
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_25/probability_0.15/instance_n25_p0.15_014.lp;14.0;1.0;9.0;5.0;2.0;66.0;1.0;1.0;weak;min-degree;6.0;0.01;0.01;0.02;0.01;0.01
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_25/probability_0.15/instance_n25_p0.15_014.lp;14.0;1.0;9.0;5.0;2.0;66.0;1.0;0.0;weak;min-degree;6.0;346.60;374.58;335.00;383.65;702.94
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_25/probability_0.15/instance_n25_p0.15_014.lp;14.0;1.0;9.0;5.0;2.0;66.0;1.0;0.0;none;min-degree;6.0;0.12;0.13;0.12;0.12;0.12
